#=========================== AD_MAGNUS CUDA Version 3.0====++++++========================================================================
#=================================== EXPECTED VALUES OF THE COMPONENTS OF MAGNETIZATION VECTOR FIELD M=====================================
#==============================================================================================================----------------------------
#Step			Real_time   			Mx 				My		      	Mz			  
       0 	 	 0.000000000000000e+00 	  5.773502691896262e-01  	 5.773502691896262e-01 	 5.773502691896262e-01
    1000 	 	 1.089121186311270e-11 	  7.606044247809678e-01  	 -3.123832700575209e-01 	 5.666567260901391e-01
    2000 	 	 2.178242372622540e-11 	  1.043182599855290e-01  	 -8.527318051705594e-01 	 5.042662951837206e-01
    3000 	 	 3.267363558933810e-11 	  -6.272391405233705e-01  	 -6.127554770539930e-01 	 4.649804605773571e-01
    4000 	 	 4.356484745245080e-11 	  -8.759244540265494e-01  	 9.365449739435949e-02 	 4.552655833745747e-01
    5000 	 	 5.445605931556350e-11 	  -4.941435264078289e-01  	 7.319070832529871e-01 	 4.515401418382868e-01
    6000 	 	 6.534727117867620e-11 	  2.524393364628622e-01  	 8.354704551080011e-01 	 4.703400221098541e-01
    7000 	 	 7.623848304178889e-11 	  8.152572368451886e-01  	 2.661503828650199e-01 	 4.909767841100706e-01
    8000 	 	 8.712969490490159e-11 	  7.005566668803974e-01  	 -5.274848574311032e-01 	 4.536889148338195e-01
    9000 	 	 9.802090676801429e-11 	  9.553825435610867e-02  	 -9.034815640353160e-01 	 3.904717386055728e-01
   10000 	 	 1.089121186311270e-10 	  -5.204464923492833e-01  	 -7.658815132261632e-01 	 3.536375589654701e-01
   11000 	 	 1.198033304942397e-10 	  -8.870828001252292e-01  	 -2.843719902143462e-01 	 3.406360256326142e-01
   12000 	 	 1.306945423573524e-10 	  -8.769130455054704e-01  	 3.113525362536143e-01 	 3.339358532642204e-01
   13000 	 	 1.415857542204651e-10 	  -5.192847697272442e-01  	 7.741694567067867e-01 	 3.328849415879167e-01
   14000 	 	 1.524769660835778e-10 	  6.404561857556981e-02  	 9.215425444239336e-01 	 3.510783857904150e-01
   15000 	 	 1.633681779466905e-10 	  6.432706207658602e-01  	 6.387549235702030e-01 	 3.801986626010898e-01
   16000 	 	 1.742593898098032e-10 	  9.011508524969289e-01  	 5.003878003171162e-03 	 3.878234810682918e-01
   17000 	 	 1.851506016729159e-10 	  6.906534257032733e-01  	 -6.184030148094144e-01 	 3.399628332998103e-01
