#===========================++++AD_MAGNUS CUDA Version 3.0====++++++========================================================================
#=================================== DATA OF SIMULATION =====================================================================================
#==============================================================================================================--------------------------
#   Step	Real_time            E_Zee(fJ)   		 E_Anis(fJ)		E_DM(fJ)	   	E_Dip(fJ)         	E_Ex(fJ)            E_Total(fJ)          Average Mag. 
       0 0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.184152747326634e-02 -1.283618548496992e+00 -1.305460075970258e+00 1.000000000000000e+00
    1000 1.089121186311270e-11 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.201034910777022e-02 -1.283676945922417e+00 -1.305687295030187e+00 1.000000000000000e+00
    2000 2.178242372622540e-11 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.208372260414822e-02 -1.283705135502008e+00 -1.305788858106156e+00 1.000000000000000e+00
    3000 3.267363558933810e-11 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.212197231893715e-02 -1.283712413819375e+00 -1.305834386138312e+00 1.000000000000000e+00
    4000 4.356484745245080e-11 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.214360530811237e-02 -1.283713073898462e+00 -1.305856679206574e+00 1.000000000000000e+00
    5000 5.445605931556350e-11 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.215973438890518e-02 -1.283709733170902e+00 -1.305869467559807e+00 1.000000000000000e+00
    6000 6.534727117867620e-11 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.217174705975758e-02 -1.283704736322785e+00 -1.305876483382542e+00 1.000000000000000e+00
    7000 7.623848304178889e-11 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.217958711689088e-02 -1.283700988411556e+00 -1.305880575528446e+00 1.000000000000000e+00
    8000 8.712969490490159e-11 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.218518833502332e-02 -1.283698375290850e+00 -1.305883563625873e+00 1.000000000000000e+00
    9000 9.802090676801429e-11 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.219015736941642e-02 -1.283695803727253e+00 -1.305885961096669e+00 1.000000000000000e+00
   10000 1.089121186311270e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.219484075686690e-02 -1.283693063221282e+00 -1.305887903978149e+00 1.000000000000000e+00
   11000 1.198033304942397e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.219906773210711e-02 -1.283690489070307e+00 -1.305889556802414e+00 1.000000000000000e+00
   12000 1.306945423573524e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.220270571319316e-02 -1.283688274912912e+00 -1.305890980626105e+00 1.000000000000000e+00
   13000 1.415857542204651e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.220570281498823e-02 -1.283686460137345e+00 -1.305892162952333e+00 1.000000000000000e+00
   14000 1.524769660835778e-10 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.220809976419978e-02 -1.283685015178682e+00 -1.305893114942882e+00 1.000000000000000e+00
   15000 1.633681779466905e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221001703922900e-02 -1.283683854192696e+00 -1.305893871231925e+00 1.000000000000000e+00
   16000 1.742593898098032e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221159650657374e-02 -1.283682869293600e+00 -1.305894465800174e+00 1.000000000000000e+00
   17000 1.851506016729159e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221294723472230e-02 -1.283681979895208e+00 -1.305894927129930e+00 1.000000000000000e+00
   18000 1.960418135360286e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221412269282956e-02 -1.283681157801065e+00 -1.305895280493894e+00 1.000000000000000e+00
   19000 2.069330253991413e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221513194706675e-02 -1.283680416141475e+00 -1.305895548088542e+00 1.000000000000000e+00
   20000 2.178242372622540e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221597002840707e-02 -1.283679778438606e+00 -1.305895748467013e+00 1.000000000000000e+00
   21000 2.287154491253667e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221664234367179e-02 -1.283679254464640e+00 -1.305895896808312e+00 1.000000000000000e+00
   22000 2.396066609884794e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221716994431037e-02 -1.283678835519712e+00 -1.305896005464023e+00 1.000000000000000e+00
   23000 2.504978728515921e-10 -0.000000000000000e+00 -0.000000000000000e+00 0.000000000000000e+00 -2.221758183084324e-02 -1.283678502495851e+00 -1.305896084326694e+00 1.000000000000000e+00
   24000 2.613890847147048e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221790605397811e-02 -1.283678235071420e+00 -1.305896141125398e+00 1.000000000000000e+00
   25000 2.722802965778175e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221816520531377e-02 -1.283678016559938e+00 -1.305896181765251e+00 1.000000000000000e+00
   26000 2.831715084409302e-10 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -2.221837571231675e-02 -1.283677834968629e+00 -1.305896210680946e+00 1.000000000000000e+00
