#=========================== AD_MAGNUS CUDA Version 3.0====++++++========================================================================
#=================================== EXPECTED VALUES OF THE COMPONENTS OF MAGNETIZATION VECTOR FIELD M=====================================
#==============================================================================================================----------------------------
#Step			Real_time   			Mx 				My		      	Mz			  
       0 	 	 0.000000000000000e+00 	  9.645379335325351e-01  	 2.236209793673586e-01 	 4.462110330074786e-02
    1000 	 	 1.089121186311270e-11 	  9.798794640965190e-01  	 1.583025360656920e-01 	 2.981148910716472e-02
    2000 	 	 2.178242372622540e-11 	  9.859937574607402e-01  	 1.150251247858375e-01 	 1.886412709601518e-02
    3000 	 	 3.267363558933810e-11 	  9.880069416803698e-01  	 8.843906895316954e-02 	 1.087352869282749e-02
    4000 	 	 4.356484745245080e-11 	  9.882334870906582e-01  	 7.393125453029206e-02 	 5.227783460983302e-03
    5000 	 	 5.445605931556350e-11 	  9.875232939326805e-01  	 6.770171745433921e-02 	 1.519501598876897e-03
    6000 	 	 6.534727117867620e-11 	  9.863275176610112e-01  	 6.672839812978817e-02 	 -6.646592797570227e-04
    7000 	 	 7.623848304178889e-11 	  9.849500083626941e-01  	 6.880235155820537e-02 	 -1.812250640514362e-03
    8000 	 	 8.712969490490159e-11 	  9.835148508756529e-01  	 7.249798757543116e-02 	 -2.366723220443337e-03
    9000 	 	 9.802090676801429e-11 	  9.820646462070197e-01  	 7.700372992430678e-02 	 -2.628813222394159e-03
   10000 	 	 1.089121186311270e-10 	  9.806305168984436e-01  	 8.189304804335297e-02 	 -2.749479154330161e-03
   11000 	 	 1.198033304942397e-10 	  9.792338588958862e-01  	 8.692397233502089e-02 	 -2.778089689503735e-03
   12000 	 	 1.306945423573524e-10 	  9.778860714504626e-01  	 9.191703310733629e-02 	 -2.721947586343205e-03
   13000 	 	 1.415857542204651e-10 	  9.765985531891868e-01  	 9.671465881285496e-02 	 -2.586680415010368e-03
   14000 	 	 1.524769660835778e-10 	  9.753838177905276e-01  	 1.011874795623024e-01 	 -2.389664811862170e-03
   15000 	 	 1.633681779466905e-10 	  9.742519860863748e-01  	 1.052498942546282e-01 	 -2.156461230900915e-03
   16000 	 	 1.742593898098032e-10 	  9.732098860312395e-01  	 1.088652504159079e-01 	 -1.912389670503375e-03
   17000 	 	 1.851506016729159e-10 	  9.722618525708873e-01  	 1.120379645339299e-01 	 -1.676312815270746e-03
   18000 	 	 1.960418135360286e-10 	  9.714101265557853e-01  	 1.147984989650880e-01 	 -1.458720355301281e-03
   19000 	 	 2.069330253991413e-10 	  9.706546027389850e-01  	 1.171884239108550e-01 	 -1.263175300833592e-03
   20000 	 	 2.178242372622540e-10 	  9.699925097317722e-01  	 1.192501082902807e-01 	 -1.089192985416381e-03
   21000 	 	 2.287154491253667e-10 	  9.694184887887857e-01  	 1.210220452770124e-01 	 -9.348853967064557e-04
   22000 	 	 2.396066609884794e-10 	  9.689251668311647e-01  	 1.225382837331598e-01 	 -7.984860139682362e-04
   23000 	 	 2.504978728515921e-10 	  9.685040184178617e-01  	 1.238295736296607e-01 	 -6.787264070097992e-04
   24000 	 	 2.613890847147048e-10 	  9.681462216093744e-01  	 1.249244146719619e-01 	 -5.745747829638446e-04
   25000 	 	 2.722802965778175e-10 	  9.678433045467744e-01  	 1.258493493992683e-01 	 -4.848946772204433e-04
   26000 	 	 2.831715084409302e-10 	  9.675875236626656e-01  	 1.266286986750270e-01 	 -4.083102816617385e-04
   27000 	 	 2.940627203040429e-10 	  9.673720140541674e-01  	 1.272841905442672e-01 	 -3.432776973798946e-04
   28000 	 	 3.049539321671556e-10 	  9.671907900419414e-01  	 1.278347817651592e-01 	 -2.882359701226176e-04
   29000 	 	 3.158451440302683e-10 	  9.670386717479738e-01  	 1.282967367547832e-01 	 -2.417334532690614e-04
